derivation_chain,status_chain,halstead_difficulty
"['GoKj97uDfYqinDYpS', 'PYNzZQit62TGfJADS', 'QjhKZuntQEFGfSkrQ', '8vvjN6Ce9DjcAMXyK', 'M49C7kMoBCyfer8D6', 'RuFWcC94FmTKiATRc', '6vZGjZMCcz6krLv3x', 'tjgYFWprjyaWybQP4', 'pJ9GtSbT7nHiBaA95', 'o3LMXjCHWkBhz2ewJ']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333, 7.333333333333333]"
"['xh3H8no6vfDLeTzru', 'cKPcQyznnyxZtc6Jn', 'LTXgkZj3v4pFTbF7E']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.625, 8.625, 7.333333333333333]"
"['7TZqdBwG6v7d3vD7M', 'csgYz86sRgoENhNfJ', 'xpFuZLgZuM74LbGCx']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.785714285714285, 11.785714285714285, 12.692307692307692]"
"['zWzRe7ggDKFX7Q9yN', 'XYWpW2jEQqSWsvpM9']","['PARSEERROR', 'UNSAT']","[15.166666666666668, 16.25]"
"['iTSSFmXPpfw69xeM8', 'L4iPgHgAQFuAGAnMH']","['PARSEERROR', 'UNSAT']","[12.692307692307692, 12.692307692307692]"
"['65G6cxh7hypMJXxf8', 'nvu9sop6JaJNk2FtS', 'Pk2aB4ahwbLCtWCuD', 'fZvQdZ6W3XAiz2m2g', 'mrzzhFaycQH5J9Pwr', 'aBbisufWZER8AnKEC', '64HJP7nNYhCLQGYNM']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.285714285714286, 6.769230769230769, 7.333333333333333, 7.666666666666667, 6.769230769230769, 6.769230769230769, 7.333333333333333]"
"['zsujnns7bTCXHrrat', 'xBkwEETv6CMSBHa85', 'kRcDdSwoCDx7DjMPe', 'WQojZ7rywHGYHGNqr']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.961538461538462, 8.625, 9.583333333333334, 9.583333333333334]"
"['ZPn3ex4fBfiWF3Peh', 'qah2Q5kwm4QyPAZwn']","['PARSEERROR', 'SAT']","[9.0, 10.0]"
"['GPJMzB7D6FrsyQ4uM', 'gnpCt8hvqbhcHYytG', 'J9EPLeMhZkzjwEDWW', 'haYjvzfa5w8v954dQ', 'rL6QTPmQWzkZrMJbj']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[6.730769230769231, 6.730769230769231, 6.730769230769231, 8.653846153846153, 9.615384615384615]"
"['9RCZ5Foo7z2BiyZs2', '6ef4DiZuGsXyRcPuf']","['PARSEERROR', 'SAT']","[9.615384615384615, 9.615384615384615]"
"['NTjRNWqZfKvkWhSTJ', 'Wq54RbQkFfQeRGYZb']","['PARSEERROR', 'SAT']","[4.909090909090909, 4.909090909090909]"
"['uJK9y72iqQYJwjAgj', 'y2DQ4bT5L2yRcgNb8', 'Fx2gKMP2LsnZkF8WT']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[16.153846153846153, 16.153846153846153, 16.153846153846153]"
"['BXYyu2RKRnGZEqFEB', 'QAF3ZaDuZ9gcrfBhC']","['PARSEERROR', 'SAT']","[8.357142857142858, 9.0]"
"['H829nrWF6G9DyxqPh', 'gxSLtPWMw53jnFGuu', '7G6ucfy9owTjo8z7K']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[14.625, 15.6, 16.714285714285715]"
"['pDKjbtiyTKGthQZsN', 'Qfeb8oE2xzkCrHbWf', 'HhAEMuRuukgrLoZPs']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.57142857142857, 14.57142857142857, 14.57142857142857]"
"['Wkp3EkGsd8667kv98', 'mA9XHZ8eRghZY6Sz9', 'ZX5jfuhrkFB2HFYpW']","['PARSEERROR', 'PARSEERROR', 'SAT']","[16.25, 16.714285714285715, 14.57142857142857]"
"['hb7iMTqyy8uzLnZEx', 'vo85aCEQm4c5N6AMw']","['PARSEERROR', 'SAT']","[11.423076923076923, 11.846153846153845]"
"['ZZArskcvtR2Q2LrYh', 'Pb4ipYhRv7gk9TbRL']","['PARSEERROR', 'SAT']","[11.0, 11.916666666666666]"
"['97xvhoMLpAnStbmBf', 'bDWETEvXvg9eTA8Y5']","['PARSEERROR', 'UNSAT']","[8.928571428571429, 8.928571428571429]"
"['cuJLaMBrEMbbf8hJK', 'R7REBvQjDQHaySDab', 'Lwcio52M2494d55uh', 'mSt9pLz45XbY8N9H7', 'N4tvbXaHt4MABuMXi']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.0, 9.0, 9.0, 9.0, 9.0]"
"['GyTyB9nEKJuA3oqNm', 'A4mgGzuPAz4SgocMy']","['PARSEERROR', 'UNSAT']","[6.769230769230769, 7.333333333333333]"
"['micF2oyR37hQie7LG', 'ggyWbovHxeFqGjRzL', 'QYFFKNecGBNem4usp', 'iGNQjbuhsavxEX9kw']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153, 8.653846153846153]"
"['wpceXLfRLTdMQ3ccc', 'YuB5m7osHqFTgFdui']","['PARSEERROR', 'UNSAT']","[11.428571428571427, 10.0]"
"['4AxZxr79vzZY5khRm', '5hXMTjWHFRLts4NBY']","['PARSEERROR', 'SAT']","[15.166666666666668, 15.785714285714285]"
"['cndFBjMQCLa6QHfTP', 'PYpT6TfmRuFnqkH8q']","['PARSEERROR', 'SAT']","[12.857142857142858, 13.714285714285714]"
"['N9rkhui8v7pJxiYL7', 'aQfGzaowuEufMjn9w', 'ArpgCSkud2sJDPxrR', 'CKmWLRTgztCnYhX8a', '6oWiiWFAw4bAd8cQG']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[13.846153846153845, 13.846153846153845, 13.846153846153845, 11.785714285714285, 11.785714285714285]"
"['rLARCjm3a3CFuKq9Z', 'TfEWpRXGaDRLhfr5a']","['PARSEERROR', 'SAT']","[12.0, 12.857142857142858]"
"['2jukAqPMRS3tRCazc', '9w2nbi3CkpigA9gtb', 'n4eKbcRGfLSXQuZD3']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.5, 18.5, 18.5]"
"['BTm4MwEyn5kA2MXzD', 'WpjWptYLrAzkpNM8T', 'xYym4LoJrjy7sK4oQ', 'dYQqRj4hjr5PLJ39N']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.5, 18.5, 18.5, 18.5]"
"['4ybcmsBNRzYs2SGCX', 'E7nGWytMk2cjnwkiM']","['PARSEERROR', 'SAT']","[18.5, 18.5]"
"['n6Zu4xSwtvhsGta5Z', '7NB8KRcwAwjX6j37p', 'fFrQWAA2vuR8YrfM5']","['PARSEERROR', 'PARSEERROR', 'SAT']","[19.5, 19.5, 19.5]"
"['eGXbJnC763YMLcFLa', 'iXahTW4xt5GRmEg2n', 'KoqX3GNvyCjK7bdjf']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 7.0, 7.636363636363637]"
"['utSBEBPXGHEGmgvYe', 'yDQ2dNKLz2LrwFR2o']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['bpXd6AbNNuxDnsMPs', 'JT9HXinEAaojoFD7H']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['vgqJtfijdL2WAtdLG', 'K2iyfo6bdHSB74RCT']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['dGgmtKiwcsLwL6WiQ', 'A6d4s9Wh8wr3rupRJ']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['d77DnNxPe8B3gqs28', 'WZaXSjY5ELs53KrEC']","['PARSEERROR', 'SAT']","[16.900000000000002, 18.107142857142858]"
"['GsriNA44kwyJxtJmB', 'Y3723reEeLRbEsruJ']","['PARSEERROR', 'SAT']","[17.769230769230766, 16.5]"
"['ff6fgFEqhERLCF7w8', 'tbcs43hxiMQkgPZsi']","['PARSEERROR', 'UNSAT']","[6.416666666666666, 7.333333333333333]"
"['TbkhdatXAtRTRKdCT', 'TJzQzysPBjkt6Cxyv']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['NMHLhD79sdv9pFzKe', 'hHBzTDxCWMKrBDQ57', '9sPQGwG6AuGmzuP3w']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.785714285714286, 12.964285714285715, 10.384615384615385]"
"['S4874AKDHu7XSSnq4', 'nwhMeyEz6dfPz4gGb']","['PARSEERROR', 'SAT']","[16.615384615384613, 16.615384615384613]"
"['hjePfQk8sHyHYCBCF', 'GMrvpxoERF4exRx7p']","['PARSEERROR', 'SAT']","[10.416666666666668, 10.416666666666668]"
"['539JWRcGfaYs9TuEk', '9PquyyJmdJf4qa5LG']","['PARSEERROR', 'SAT']","[12.42857142857143, 13.384615384615385]"
"['w2zFMtoweMeqq73Fs', 'Hp5Z2MbJjpmzTHNQQ']","['PARSEERROR', 'SAT']","[15.0, 16.153846153846153]"
"['tNbdApJmvkwfFW7wC', 'kNciBLTXyMg7dRceg']","['PARSEERROR', 'UNSAT']","[8.625, 9.583333333333334]"
"['ZaLzEAnKsbvnYHdEQ', '3rocHvgQ2CAyGTn8W', 'L5nXvQxtt97G8Rc46', 'D7SXbucqjnce5zmYc', 'tE6BDQEaRs8FtyQNQ', 'Mk6YDCo7f37yfH4M3', 'PHs2PaLvqwE6zamsN', 'SeiJggmKBzAePu3mw']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 6.769230769230769, 7.333333333333333, 7.0, 7.0, 6.769230769230769, 7.333333333333333, 7.333333333333333]"
"['7jZHPzXTRzXeKCtg6', 'mKY49YGiEom29m7Cn', 'DzbmbnDnyrBSTBmom']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.076923076923077, 7.666666666666667, 7.333333333333333]"
"['jJ8zMXAiLteQeDgvi', 'TZaQzYJ6vjxz7RbXx']","['PARSEERROR', 'SAT']","[7.666666666666667, 7.333333333333333]"
"['tM8AGtBFvzoXii95p', 'pDkNmqTer4GKBfou7']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['6kTyN3qaCi4ksuvcF', 'cwGJWR6ttKQ3LT9vp']","['PARSEERROR', 'UNSAT']","[15.42857142857143, 15.42857142857143]"
"['DqZyj858sgKuuj24i', 'QdnwjDrGL8eKtDkJ5', 'uqLo2w5D93uJQpQyj']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.035714285714286, 8.357142857142858, 9.0]"
"['2CbnyJuDEgGhQkouj', 'SwLdRWw4mNF2DEgRb']","['PARSEERROR', 'SAT']","[7.333333333333333, 8.625]"
"['WmXTiaBQ8WeJiyXhb', 'BQRXgXNauzCPJN8mK', 'DujLJdoW9TQjwxiRX', 'f5xJYS8J3RYiGArKq']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.625, 8.625, 7.333333333333333, 6.416666666666666]"
"['kWPmgdzg8CYZT4Q4w', 'EWsCxQutZjLiKvBo5']","['PARSEERROR', 'SAT']","[8.035714285714286, 8.653846153846153]"
"['dakdWgmZ99hYX53xo', 'dBcunodTS8GBDHnJY', 'jXwgu5txZYJXHc86q']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.214285714285715, 10.214285714285715, 11.0]"
"['nqTg7X5fpDRvgzymA', 'PtS89KAFryBG2uEDZ']","['PARSEERROR', 'SAT']","[8.357142857142858, 9.0]"
"['tNTecnaSBDGBZbHJo', '4kP47trarfTCkcXrS']","['PARSEERROR', 'SAT']","[18.5, 18.5]"
"['hXGWhzB6C5s2YyCnk', 'wj9syQyeQont33Pbq']","['PARSEERROR', 'UNSAT']","[8.846153846153847, 9.583333333333334]"
"['2FmY2vDo52FBygLJ5', '5xcvYHtg4WQS687vR', 'v4nwdYwRfdJHd2poD', '3PEKE4bJpR7s9Cydi', 'GmAdv6ZGpkC4Dy7tK', 'JQQ8gZ49cfiSSwHmx', 'xspg7nmdTQDZRvMDE', 'WnJtbYLunJrJKhAXX', 'QBeFercALygupi6f3', 'LjzdMSbEFFvRoEnbb']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334]"
"['i8aee9uzTTrwmRoF2', 'EL3opKPFsNcoSpfTN']","['PARSEERROR', 'UNSAT']","[12.571428571428571, 11.428571428571427]"
"['sCMQpupeYqcCiqHN6', 'AGMQrPF2pNPMKwJvZ']","['PARSEERROR', 'SAT']","[11.733333333333333, 12.571428571428571]"
"['C9HbucaSCPcbFgHBc', 'w9FpYXLFvjY52vCaa']","['PARSEERROR', 'UNSAT']","[15.0, 15.0]"
"['RngATSjKzyYSAppxj', 'aXZKmJuqzKkqhwj4v']","['PARSEERROR', 'SAT']","[25.5, 25.5]"
"['MXRihEWoDkDxuTGoL', 'NsiGK6Adu83k3frep']","['PARSEERROR', 'SAT']","[27.5, 29.46428571428571]"
"['ZhbtZ8mE4YvbCduTM', '8CkFbHoD4xni9qEAs']","['PARSEERROR', 'UNSAT']","[13.0, 9.583333333333334]"
"['WQk43DrkoCyHqZBkr', 'xk9CEwEvyLdNbfJBX']","['PARSEERROR', 'UNSAT']","[8.25, 9.583333333333334]"
"['4iAFZLfxet5QtEwq7', 'M7zjXAJ76GKyNG7mA']","['PARSEERROR', 'SAT']","[7.333333333333333, 7.333333333333333]"
"['u5e9sg42F2sYEPteg', 'FrLQHFjAMBrzAukfM']","['PARSEERROR', 'SAT']","[10.576923076923077, 9.615384615384615]"
"['mpHS6qTCsCoDvG93P', 'bZQ8dnDAXnF68gJmp', '5ZPW2DYCwg33frLrg']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.466666666666667, 12.466666666666667, 8.307692307692308]"
"['PC9rDuzJ2WRnSmF6w', 'xjcFtGsrhru23RbbG', 'q8xttGQ2SJqtqhhrA', 'pEL9oZZAK6jtB7Ee8', 'S975jW9R8zS2B5vz3', 'gryhthyXWZ8km3rHN']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.384615384615385, 10.769230769230768, 10.769230769230768, 11.923076923076923, 11.923076923076923, 13.115384615384615]"
"['dXSd6T4GbhA2NtFWc', 'Hv2Xs9HFjXrLQjCH3', 'CCzEqxiPSDmgM3XJj', 'y9PAS9GYb2WcNBqSC', 'dZ9QDmCb9jcFKvwJy', '8GJK3S8PCsGjW7wL2', 'GQxiYRCRJr9szYyxg', 'NndfYxjf3t9has73a', 'Q6g5WEHYeoaJosBKJ', '5SdpEFkCDn35zsjm7', 'XqS99XXtjvCtMyGXb']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.384615384615385, 10.384615384615385, 10.714285714285714, 10.384615384615385, 10.384615384615385, 10.384615384615385, 11.423076923076923, 11.423076923076923, 10.0, 10.0, 11.785714285714285]"
"['TxG7hgytSLcLmtWtM', 'Sccs7vAsXGTbXJsP6']","['PARSEERROR', 'SAT']","[13.500000000000002, 14.625]"
"['29TanH8vrQkpc3pG5', 'hznKmhqTyCybxqnys']","['PARSEERROR', 'SAT']","[12.833333333333334, 12.833333333333334]"
"['XSrTrKanuPSyK6uKF', 'EbMrYaEYmZByqa8S8', 'f7MLb4Wm9WMeiAXK2', 'XS39yf2HKYbT5A3ni', 'mNfZttfBJL5nTwDds', 'HiGPQD9SfEm3T4z8v', 'AzHr4L98iJcRPstWf', 'bDj8BJNogqcYCtgZk', 'EEqCRnTM3rzFsMarT', 'ka8FHwcuZS6Z6Zsgw', 'W9N6mrczyNh8vE6CZ']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[11.538461538461537, 11.538461538461537, 12.692307692307692, 12.692307692307692, 14.57142857142857, 11.392857142857144, 12.571428571428571, 13.714285714285714, 9.642857142857142, 12.571428571428571, 12.571428571428571]"
"['uc45HFHQqXQkoktJy', 'qFsayG2Rxhup8o85p']","['PARSEERROR', 'SAT']","[12.571428571428571, 14.999999999999998]"
"['L2ewWAEcwRvE2QqNo', 'MvNH3EPCze342hmXG']","['PARSEERROR', 'UNSAT']","[10.083333333333332, 9.583333333333334]"
"['yG53oYw9yCu8WAJKY', 'iXpu5sJe2WysDfrRj', 'vH3WzXKRwxqAhHDnY', 'DJH7BHiJvxTrC7aH4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.0, 10.0, 10.0, 9.615384615384615]"
"['mdFfbMWR5wQFkjw8s', '4Wn2DY89wXrt2GBaY', 'MhxrtCwFJnwXwiMXn', 'fQtgiJEogFgvR469e', 'jP8eEbB8mZW4DS6Ni', 'dKZvYaMm4Rh96Jh83', 'wpAkTMK6q2z2WcXDW']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[12.5, 12.5, 14.5, 13.928571428571429, 11.916666666666666, 11.916666666666666, 13.0]"
"['8gyXZZ3WD47XZWetC', 'vAakEitTRNJJYKWtC']","['PARSEERROR', 'UNSAT']","[7.0, 7.333333333333333]"
"['9oda6tE2HaQDyyX5k', 'PthMAtoPx38eejTYu']","['PARSEERROR', 'UNSAT']","[14.423076923076923, 13.461538461538462]"
"['aueSKHTRE7whjHoiD', 'JNHhpjFsWTAarN4Qh']","['PARSEERROR', 'SAT']","[11.538461538461538, 11.538461538461538]"
"['GkqNiLZDs4YF3MBRj', 'oRSwn7mMTZX3RoZG4']","['PARSEERROR', 'SAT']","[10.833333333333332, 10.416666666666668]"
"['sgRbWdtFGK7RqPJ7q', 'cd9JXuhpQxzW7Fvsc']","['PARSEERROR', 'SAT']","[11.423076923076923, 11.916666666666666]"
"['mynvZG8FM7mGmp7SR', 'bWHMyCxjv6efvrwwS', 'ENBDycrx5tFdkd28T']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.115384615384615, 13.115384615384615, 14.208333333333334]"
"['9PsFkw5Ch5toRYJQC', 'RHcvwMRntiakeBDKi']","['PARSEERROR', 'UNSAT']","[15.4375, 16.466666666666665]"
"['AJajKH8GpQREZEKMS', 'DAWdCPGX8RQiS96W7']","['PARSEERROR', 'UNSAT']","[10.0, 11.0]"
"['hjG2ptJ3hHZEHuy7Y', 'wpBBbwF4HWn3QagsA', 'oJBxSC954qy6yGSxx', 'hiyTofSsETcenHKw7']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.2, 7.7142857142857135, 8.846153846153847, 9.583333333333334]"
"['ArLGeNkeMgPY2PYur', '42Mg6qJ2uNomWYMLc']","['PARSEERROR', 'SAT']","[12.1875, 13.40625]"
"['tsA99raNWMwBpmtEg', 'kZ2jFQcgYEZmFMx7c']","['PARSEERROR', 'SAT']","[13.714285714285714, 13.714285714285714]"
"['rtwiLmowQYpZF3bZc', 'cSLhz8GqLyiPSrgqe']","['PARSEERROR', 'SAT']","[10.714285714285714, 12.26923076923077]"
"['i2vMCaoJS4B8oJ36L', 'NTcAKLePTK7BtBr62']","['PARSEERROR', 'UNSAT']","[8.4, 11.785714285714285]"
"['dCTHPPWxMPANKjwFm', 'uqEcya33yFyoCz95N']","['PARSEERROR', 'SAT']","[15.166666666666668, 16.25]"
"['6Wt8PXNdPueGpzK6p', '8woLM8qGNFfanh9di']","['PARSEERROR', 'UNSAT']","[15.6, 16.714285714285715]"
"['QpKaySoQ6Gk3Dn93p', '6EEXtYiQjhJsbvdis', 'H3p8cpjK2Khw2dfTX', 'H5NcdXgEsbiMh38pp']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 10.833333333333332, 10.833333333333332, 11.25]"
"['mMJiiKrtEiRx6kQcR', 'LnXAMSaaHfBPDNFwF', 'PEPswyZcYBZQavieh']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.583333333333334, 9.583333333333334, 9.583333333333334]"
"['5e5oqQNxwng6zgnXA', 'YuQwPC5L23eKwyHyr']","['PARSEERROR', 'SAT']","[9.821428571428571, 11.538461538461538]"
"['ARmwT58c8diGjm5sG', 'qodQ4yHkLyz4yQ77f', 'cscfCiuNPxRTPpRYk', 'aGsRiSBiKf48g7GRz']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[16.900000000000002, 16.466666666666665, 12.0, 13.714285714285714]"
"['AZxGAxHmDa6CCn5kp', 'NmwvynYtavGwspuAa']","['PARSEERROR', 'SAT']","[11.0, 11.0]"
"['LNvPetdPGNQeSHLA4', 'd87jZfpKktBtKSdk4']","['PARSEERROR', 'SAT']","[11.142857142857142, 11.538461538461538]"
"['gqFLcaiPjEkkTuBjC', 'gc8Twqy7MXKrRZ2Ht', 'mey87ymurwKbdtBb5']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.230769230769232, 9.230769230769232, 8.653846153846153]"
"['BbQN826Xi9vxPedAB', 'FzvrkT28piuK7RpNQ']","['PARSEERROR', 'UNSAT']","[7.636363636363637, 7.636363636363637]"
"['ugSMyjNvrENsDkNKg', '9PjGRNxQKprSbf9Aw', 'fEwsjN8cgNacZCoYz', 'b4dQiq3ehvv5mRsff']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.625, 8.625, 7.333333333333333, 7.333333333333333]"
"['mGM5HrhRBgXNGMxER', 'mcG939smFu6kb5JfL', '83jPzNWkY9idpe3mT']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.25, 8.25, 9.583333333333334]"
"['XkDb9nSFJYSr2CTQ4', 'fbMaFoqHJjLFiKYAg', 'Fd5NAEtHqryRzRMGr']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.392857142857144, 12.26923076923077, 7.333333333333333]"
"['zLBBr8tBTDxS9pZcL', 'TNroofS4B2TkKzTuv', 'rnoJaRk2wxEN7CCKJ', 'DM2rstmBKDahMHu5Y', 'WjJu4j4HahkiyAuqf', 'pQhDMt6FYq4DXA5TF', '8hKJJwDk8KFCDNRyo', 'ksS4Zz4Pm7XHcYp59', 'B6f5rpqfxGu3GqXmb', 'zmBm3sW84j9E6X9L6', 'SJ5w9oZE7RcioFvzZ', '75nsS3a66XQjNaGEq', 'gPBqm3SdjGjTDJfY4', 'h4FSx9tZavHs3TXC2']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.769230769230768, 10.769230769230768, 12.923076923076923, 12.923076923076923, 11.846153846153845, 12.461538461538463, 11.423076923076923, 10.909090909090908, 10.909090909090908, 11.916666666666666, 13.0, 13.0, 13.0, 11.0]"
"['QRzvgngREr7dehDCt', 'R3Qw6qNw6M3Xn2Xsq', 'xj2yePJWWD3CiRPzJ']","['PARSEERROR', 'PARSEERROR', 'SAT']","[5.653846153846154, 7.076923076923077, 4.909090909090909]"
"['vbZCA8Sp6ntvEi7X8', 'enjzFNcaNFE3zrgW8', 'Ejjpfr7nacS9YLqfc']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153]"
"['WgitXjKfck9wryjoQ', 'Q7hAX9DFav9kGCccQ']","['PARSEERROR', 'SAT']","[14.57142857142857, 14.57142857142857]"
"['8w8ohuKeCxyAw3C6y', 'LAtXzmMyAdA469Mjj']","['PARSEERROR', 'UNSAT']","[10.0, 10.833333333333332]"
"['iJAZ5ikByWZPXMJoB', 'GXpFqWm7Bf5Ay2rNk']","['PARSEERROR', 'UNSAT']","[11.458333333333334, 12.375]"
"['fNAmkdpdS9XEKwCf9', 'nxpz5kbETgMDXmHtA']","['PARSEERROR', 'UNSAT']","[8.846153846153847, 9.583333333333334]"
"['hqYQEjR2DcMvGAeTG', '2jaYRw3xsKfvxKM6H', 'W4xPJKZsaPM5vqJiX', '4o9jLdj4mhCP3vZMa', 'wAsdxa4atd6NhRdzW', 'z8CyXHBpdCKDNmSnC', 'vFuZPsPp7EFqkRWMc', 'iwtjZFWvSqQNQxKrj', 'kFcBM2TZnArAmPGHd']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.333333333333333, 7.333333333333333, 8.625, 8.653846153846153, 8.653846153846153, 8.653846153846153, 8.653846153846153, 8.035714285714286, 8.653846153846153]"
"['Xkx5KCgDKXs55HNWB', '5eu2oE2JbXLRXRPit', 'qJdbWmQe5w4fYsynq']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.0, 11.6875, 10.0]"
"['7pT9SZAC8gdKzpNfF', 'sADftkz3g2f4mhtKw', '9dGp4pr75aS9Xk7yB', 'rXZ3gubpBeW5DWfYG', 'MJ4Ru3rgLfjz3xnxP', 'oYC2f7W6CqmWLvWRM', 'j9wNSfbEY688JEPRE']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[19.0, 20.46153846153846, 20.46153846153846, 20.46153846153846, 20.46153846153846, 20.46153846153846, 21.923076923076923]"
"['vhjSbuAbF4trdHdLY', '4nssrSFyQbBw6EkX2']","['PARSEERROR', 'SAT']","[20.46153846153846, 20.46153846153846]"
"['cJiPEKJJaYcioWNyS', '9gsfdsxBH9usXrdGC', 'eLYBozMCd5GwFuq8p', 'AMnXXvxHsp3qp69ws']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[13.5, 13.5, 16.0, 16.0]"
"['guPBj4KqgHpFpJoGL', 'tfT46PAFh4cdPDWcG', 'CLkvXMpg4Exr99QNd']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.833333333333332, 10.833333333333332, 12.375]"
"['pajj4S8Mtt76i4xJM', 'cjNo2JKuXTKYsbqv2']","['PARSEERROR', 'SAT']","[14.0, 14.0]"
"['3n9p3xKRFaj5Xx4S3', '6LpKDotHknanPXpgR']","['PARSEERROR', 'SAT']","[12.375, 12.375]"
"['YJvzReTn5sfTr5iqY', '8PL8M6cf8SjKfz8PM']","['PARSEERROR', 'SAT']","[7.142857142857143, 7.6923076923076925]"
"['zi4zrvFmh4CGYgw9x', 'cSjnpmENNzmxGfjXc', 'SiLLjtZXQZMAXAWCr']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.625, 10.633333333333333, 10.0]"
"['693tThsHbCMEJZs2i', 'iyjY8R8aLLFDjyZtK']","['PARSEERROR', 'UNSAT']","[10.0, 10.0]"
