id,parseerror_fix_steps,unsat_to_sat_steps
7ZrXTKNTujTRWJsxk,"[1, 1, 1, 2, 1]","[4, 1, 1, 2]"
jSTLLaFa9eJ8a5Ere,[1],"[1, 3, 1, 1, 1]"
6edTSMpBuMtgowo4W,[1],"[1, 1, 2]"
zvZxc47ovMCt3KAzP,"[1, 6, 3, 1, 4]","[1, 7]"
JtSv7TkqP7zhcjgdM,"[6, 1, 4, 1, 3, 2]","[7, 5]"
Htnz8bH9Zcggmn6FX,"[1, 1, 1, 1, 7, 2]","[2, 2, 6, 1]"
gicsLCJqCvseQhWic,"[2, 1, 2, 1, 1, 3, 1]","[1, 1, 1, 1]"
okGcfi35saTgZNEuB,"[1, 6, 7, 7]","[1, 1, 9, 1]"
pRDwv3vPxCrK2jPR9,[],[1]
EX952FWSqX7GFJqBC,[],[1]
WbZGEYNxTErgswrwZ,"[3, 7, 1, 4, 3, 1]","[1, 12, 8]"
mQpKZqjMQFHtLMDvi,[3],[]
BxEwHtoqr58Mpbksr,"[1, 7, 7]","[11, 8]"
w3PzZyAkyjkxSA7hs,"[1, 1, 1]","[4, 1, 1, 4, 2]"
aSYtif6DBL26RfnWq,[],[]
CR67GpvMtCi3DM963,[4],[]
MMAGdPLTw2YjWeGZ3,[],"[1, 1]"
RX3Mj3cXbRzRHf2ej,"[1, 1]",[1]
e5ieicQ4CiiYAXmZp,"[2, 1, 2, 1, 3, 5, 1, 1, 1]","[3, 3, 6, 4, 1]"
SxpkSi3YtcmtWj2HY,[1],[]
DBoS2jE7GPD6WcaC3,[],[]
wkgGCE3c2oAbA42kw,[],[]
BtD67fWxCy4aa5nzD,[],"[1, 1]"
o8PHiTnmqmyFhCDig,[2],"[6, 1]"
cTuyj4SQfqiRweqcX,"[2, 2, 1]","[1, 1, 1]"
KpaCmDxXsBPwkPceY,[],[]
euTrjytqRHKWZatCn,"[2, 1, 2, 1, 1]","[1, 3, 1, 1, 2, 1, 1]"
HFihbP8gNm23X76GP,"[2, 4, 4]","[1, 1]"
seJmTqXp29pCm8R32,[],[]
afpMv5nLuCEqzdAXh,[],[]
LbgBpC6ohPGjYN7Ab,[],[]
499et86naTWExydbs,"[1, 1, 1, 1, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
FZNwuDHtMx6hzbK5G,[],[1]
YdzMNBcYyRmJayRHZ,[1],[]
9rxd8Egx4wHB6Rxru,"[1, 1, 1, 1, 2, 1]","[2, 1, 1, 1, 1]"
Dezc2AEnW4DhhFp4B,"[1, 1, 2, 1, 1]","[2, 1, 4, 2]"
RGBSkwvo2QsNWv4ad,"[1, 1, 1, 1, 1, 1]","[2, 2, 2, 2]"
AZ7umfaxTGKZ4P8XT,"[1, 1]",[]
vSmC7oQcep4GzAyPh,"[3, 1, 1, 1, 2, 1, 2, 1]","[1, 4, 2, 3]"
Geu3MGMR9JubYyx5i,[2],"[1, 1]"
gGG7MXfNCWbx82b4x,"[1, 1, 2, 4, 1]","[1, 5]"
DiqX4biRZi4ZcBNMT,"[6, 7]",[8]
ufgvYayzEv9A8wtKq,"[3, 11]",[12]
AQBqMmtLhmT89Na2Q,[],[]
pnAenPrwwbgpgxRoF,[3],[]
9HkyW8hcYX2AQ3QEf,"[5, 2, 1, 1, 2, 1, 1, 10, 8, 1, 6]","[2, 3, 1, 1, 11, 9, 1, 1]"
oi8obyyx5DT6Mn9mG,"[1, 1, 1, 1]","[4, 1, 1, 1, 2, 1]"
KZmcGFbmBfJjstiSv,[1],"[1, 1, 1]"
xaRn8pcwCA7Z8Ht3J,"[1, 1]",[]
oNYLNfQDoMJtbgiT4,[],[]
4b4rfms67sQevqf58,[],[]
RJKqxypiecXmoNNGg,"[1, 3, 2]","[5, 1]"
nS8eQfJnoJ6Cgzonj,"[1, 2, 1]","[1, 1, 1, 1]"
vEFx3v5bhAjMSgd87,"[1, 1, 14, 2, 2, 1, 1, 1, 1, 1, 1]","[1, 15, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1]"
XQGX46gH6gA2RK9xj,[],[]
cyS2SKXYy3LkzAkHH,[],[]
DnESZ7Pp4nHv6JCpj,"[1, 1, 1]",[2]
oGokvhJNDDxZ7MJDD,"[1, 1]","[2, 2, 1]"
Wrq3WWzJxCiymjGuE,[],[]
GA6axnfueveCJhCuv,"[7, 1, 4]",[]
CmWu9nBzSvWS3XJKG,"[9, 2]","[1, 10, 3, 1]"
qFxFgoXBLemuMWXes,"[1, 1, 1, 1, 1, 1]","[1, 1, 3, 1, 1, 2, 1]"
aPGmit4oQrDvYMTyD,[1],[]
cKekp23wfyoSGW8A6,[],[]
HbQ8FkgCvAfa5ebwt,"[1, 2, 3, 3, 1, 8, 2, 2, 1, 1, 2, 3, 2, 1]","[2, 4, 1, 4, 1, 9, 4, 1, 2, 3]"
Pf7BD97oNdGsucKyc,"[1, 1]","[2, 1, 1, 2, 1, 1]"
JEuGStHtLsuitP4bX,[],[]
m6am4PGNtupTwjoQ5,[2],"[1, 3, 1]"
NDB8gH55KFqaCDCYj,[],[]
y4FwHxc2Z69XuQaxe,[],[1]
io4vJdMoycSEuqJoT,[],[]
AkGD8Nwa6jQsmGhcX,"[2, 1, 1, 2]","[1, 1, 4, 1]"
nFyTz7hw5fksAvEY4,[],[]
nwusuHRmZp3grwHF5,"[2, 1, 2]","[5, 2, 1, 1]"
qXEnghghf3jmavDcE,"[1, 1, 13, 9]","[3, 1, 11, 1, 1, 1]"
oA7xPonTXKj9yvFsy,"[2, 1, 2]",[]
7r9ux7Gi8GjvRWaJv,"[8, 4, 1, 1, 1, 1, 13, 1]","[1, 9, 6, 1, 1, 1]"
4CkqGC4b9kwBEfoSr,"[2, 1, 1, 1, 4, 1, 1]","[1, 4, 1, 1, 3, 1, 1, 7, 2, 1]"
CmvvByBZ23LxvaoXX,[],[]
gyfakp6iybKpRnFrD,"[1, 1, 1, 2, 2, 1, 2, 1, 7, 1, 1, 2, 1]","[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
zKSBJt3T8bbrTWjzi,"[7, 1, 4, 1, 2, 1, 1]","[8, 6, 1, 8, 3, 1]"
cNHeriYCL2nC4bTMF,"[1, 1]","[1, 2]"
9LeaEAnGF9Zej8WCs,[1],"[1, 1, 1]"
BcmKHDkMRdzvpH3hd,[],[]
fLdqmcFWNpXufrnWW,[],[]
Xea5tv3iC94tkoThr,[1],"[1, 1]"
D4XJSYtsatHhycBH6,"[1, 1, 1, 1, 2]","[1, 8, 6, 2, 1, 1, 1, 1]"
pwACnS5SEsHPerwgJ,[],[]
JHmnQAFgMoEqFseGT,[],"[1, 1]"
9txtFEveGRsmwXh4E,"[1, 2]",[]
cwT4jhTWPrjDcb59M,[],[]
phbf84C6yXnn27kee,[],[]
L4E9RfJCzm4EQLS9f,[],[1]
qfbtYANpWm5fqp37Q,[],[]
G2tvw4rTr8SpHAmCP,"[1, 2, 1, 4]","[1, 11, 8, 5]"
tks8HDYMgMYDxX7yc,[],[]
6udJcmFuMNZmxiHPi,[],[]
NAxmCoKNE5BgLAgSn,[],[]
6s4vPv4xykt3Z2R5r,[],[]
CE59JEs6SdyRhb7bG,[],[]
3K34CHekpjXmiCNkS,[],[]
qWgzr98uymWFBCQnq,"[1, 2, 1, 2, 2, 2, 8]","[2, 1, 9]"
f4SJhKW6vHmqBy327,"[1, 3]","[6, 4, 1, 1, 1, 1, 1, 1]"
E5BRdzMbWDbj7BonD,"[11, 2]","[13, 1]"
WXoDZxHs6Rc8a48FJ,[],[]
iDbhFQY4pe4dKRmF7,"[4, 4, 1]","[1, 1, 1, 1, 1]"
epveZtGH5La6i8JxP,"[5, 1]","[1, 1]"
MdczquGbbQb8Fc32z,[],[]
j7rvac3iTHcBjKZY7,"[1, 1, 1]",[]
nPBycQSEHANawRnKr,"[3, 1, 4, 1, 1]","[4, 1, 10, 5, 2]"
9dpNf6aXsBR4YEEia,[],[]
wR4Q9oXbjF7B7HRMu,[],[]
MjQFZHYRXLhGh7SmX,"[2, 1, 1, 2, 2, 1, 1]","[1, 7, 3, 1, 3, 1]"
ZRpZuN5M7daWykwg8,"[8, 3, 2, 1, 2]","[1, 10, 1]"
r3rDbA9dSJmRb8qPF,"[6, 3, 1, 1]","[14, 7, 1, 2]"
Ld2kH2ihLTQjeGXPT,[1],"[1, 2, 1]"
w3XCZC8G7HiT5rJ7x,"[2, 2]","[1, 1]"
GhJDL3zvsobACjppQ,[],[]
hd6scSzJmwWZxc8aZ,[],[]
CBBEWSEkG3s4WzphL,"[1, 4, 1]","[1, 1, 8, 1, 1, 1, 1]"
4rTrXWBfTvomE8v7e,[],[]
cyB6uD2bT9FLCBoYn,[],[]
Ahpk4P9bggr7ABCiM,[],[]
67z5FP8GhLGqXfPg2,[],[]
jxReyFf2Q54NWdvKb,[],[]
bZDbSXy4e3gs8bvJX,"[1, 3, 6, 1, 2]","[12, 8, 1]"
L7KNWaRe9v2nbm2wm,[1],"[1, 1, 1, 1, 1, 1, 1]"
gR7HiuxSmCugo4Nfb,[1],"[1, 1, 1]"
8ncR429zL3N2puqFG,[1],[]
a6X2EwuqJFNw85JFn,"[2, 1, 4, 2]","[3, 1, 2, 1, 7, 1, 1]"
q9h4QTWA3imicZ4Gm,[1],"[1, 1]"
kY8NS2bTQbxZfPWkT,"[2, 1, 3]",[]
3jvenXXHsRkkrqi68,[],[]
7nF76W8SZe4PEP3L9,[],"[1, 1, 1]"
c3rgJFGu7NYbcqwjX,"[1, 1]",[1]
h48bHQrDjxSAunqBN,"[2, 3]","[10, 7, 1]"
kmTCToA3Qdt646wfz,"[1, 9, 1]","[1, 4, 1, 10]"
tYpEfyWZebLPRm9qq,"[1, 2, 1, 3, 4]","[3, 1, 1, 10, 6, 1]"
PN8Ci3bYaNg9EmfKA,[],[]
xJqgvHuAb6m8LsDYN,[],[1]
rAJdbYJo6a4pdTD36,"[1, 4]","[1, 1, 5]"
57hgcH6cCoKe2W7D2,[],[]
PrJA8cQk85YfEnLP6,[5],[]
t9sFAuNxLjFvYNDNR,[],[1]
RHr7CN7RrSMJBgoD8,[1],"[3, 1]"
2u4tJDAEbxDfvoQA6,"[2, 9]",[]
ioTRggtFC3foqYi2B,"[1, 1, 1, 1, 1, 1, 1]","[4, 1, 4, 2, 1, 2]"
Ab4f5ecJuW9FpRri2,[],"[1, 1]"
kFwH9xGQbb8ENWuJW,"[1, 1, 2]","[1, 1, 2, 1, 1]"
7duAvnAAfRLzfLsPj,[1],"[1, 1]"
v9KqHMPFYXEfxKgRY,[],[]
RmaTThYtxh7H6dxQ3,[],[]
GZ85aA5QhSs5ePMPM,"[3, 1]","[1, 1]"
gbe3KmanyN7K5rpc3,"[1, 4, 2]","[1, 1, 5]"
EoxqJ5ay9rE2zYGMR,[],[]
m2PL7pAXxPQKYT8Fw,"[1, 2, 2]","[4, 1, 3]"
R4oaNQT8M6TwMbor2,"[4, 4]","[6, 1]"
nYjJt9AwxQKcF4Yqw,"[1, 1, 1, 1]",[1]
sPjiv35yT72uiKpkn,[1],[1]
coPYFFqEpqXQtqbeW,[],[1]
ZXXL8kMAzpRGpmSZm,[12],[13]
8Xk34DvwBPs3kx3kB,"[3, 1, 1]","[1, 1, 6, 2]"
KKs52TLtqp6xe8fRy,"[6, 3]","[14, 7, 1]"
kFMFBdXmfp6yKY5j5,"[9, 1, 3, 1, 1, 2, 1, 3]","[1, 4, 2, 3, 1, 1]"
bG5J7ToyXfXF2NHKL,"[1, 2, 1]","[14, 1]"
G6Pw8bibH8KQFFmbh,"[1, 1, 1, 1]","[8, 6, 4, 2, 1]"
E8P5BhCNbErZSnqKF,[],[]
sZ2NXgBenDeNbYe5y,"[3, 1, 3, 4]","[1, 1, 3, 1, 5]"
Mt89Tu3SDgPfyAoRh,[],[]
6HCe4ww7FjLZfC8SR,"[1, 1, 1, 1, 3]","[1, 3, 1, 2, 4]"
ZDWLwduLiRMHoyX3B,[],[]
aeR842fA3TcX8rAGX,[1],"[1, 1, 1, 1, 1, 1]"
yt8QPET8MPY2aihm8,"[1, 8]","[11, 9]"
FxRXaHs9pnTFaikvC,"[1, 1, 2, 7, 1, 1, 5, 1]","[2, 3, 2, 2]"
nyqt8fzroM2uarg9v,[],[]
RjhX3NSyHdFsE7ryz,"[1, 3, 5, 1, 1, 10, 5, 1, 1, 1]","[1, 5, 1, 1, 6, 11, 6, 1, 1, 1]"
v74ZPRNp9hMATTa6v,"[5, 1, 1, 2]",[1]
KaHRJxDeNb52r4h3u,[3],[1]
YaSthbsbZ3ABWSFpq,[],[]
cjrzaxDa4fWofpqfD,[],[]
yfkgWQAEQudxuqgNp,"[2, 5, 1]","[1, 1, 1, 1, 1, 1, 1]"
8JpqRRN6LzHmpWbrp,"[1, 1, 1, 3, 2, 1]","[6, 2, 2, 1]"
entCDR8yLT7vcC25E,[1],[]
GExEtzWySkZQTMP69,[],[]
xBo4Jpn2wwQFRZ8WB,"[1, 4]","[1, 1, 5]"
Kp6pH4tiKHzBDp8QC,[1],"[1, 1, 1, 1, 1]"
BNiz7haXifoFiMksu,[5],[]
2wErEY35TdqHcJERr,[],[1]
jy7FxxfZzaCpadX5o,[],[]
gEht3YDShQimX2wHG,"[1, 4, 5, 6, 1]","[5, 1, 7]"
qsRJE2SP5AJWHm9PM,[],[]
n8HGxcZumQYGh7MRi,[],[1]
wg9GWqaz9QiobX7PX,[],[]
n4eS7YeKL2yCLy3ec,[],[]
WxPdc3vg2mpjjajjh,"[1, 1, 6, 2, 2, 1, 1, 4, 2, 1, 4, 2, 2]","[2, 3, 1]"
Tx2Gqm3JkMDQ5JNNY,"[2, 1, 4, 2, 2, 1, 1, 1, 1, 1]","[2, 1, 5, 1, 1, 1, 1, 1, 1]"
eXYyXheAhz2nCexCb,[],[]
qwZiHJwA7cJpgkLkt,"[1, 1, 1, 3, 1, 1]","[2, 1, 7, 2, 1]"
TtKPjXaLnAChxvzus,[],[]
wjBhA3PcfLfCNcCWE,[1],"[1, 2]"
3ARATMW26kKL8CjYK,[],[]
6hhb9r6rd3rQcv3XG,[1],[]
tt2Xvy77y77FWtuuN,"[2, 1]",[1]
LA3GhyTiw2JMHpbct,[1],"[1, 1]"
SsMdBXSzeCxTEyWbX,"[1, 2]","[1, 5, 1]"
AaW2NXWj88SCt5Deg,[2],[]
XZdicZEsoYy5X5hqP,[],[]
X5spn5Fgvo9c9dt7W,[],[]
R3unrZZAXJwugdgcA,"[2, 1, 1, 1, 4]","[1, 6, 1, 2, 10, 5]"
Pc5ox8ZgzfLqteivi,"[3, 1, 2, 1]",[1]
xKee2HzkfhHA927eo,[],[]
qga5L77ZmeF6P8FKs,"[3, 1]",[1]
8yKmEm3ER8mqmrrnP,"[1, 13, 1]","[1, 14, 1]"
2Z7ppb6FjBhAtRaF5,"[1, 1, 1]","[1, 1]"
DGrkoc3tELjmdHwip,[],[]
ZFT25GE7MdCcwxw9c,"[1, 7, 6, 1]","[1, 1, 1, 1]"
oe8wuGReKuy7SwHZx,"[1, 1, 1, 1, 9, 5]","[2, 1, 1, 1]"
woo8z5bcf9RfSxHTJ,[],[]
KXNnpwnMT7JscmhS5,"[4, 1]","[1, 3, 1]"
DkKTGabc99bQgtdBD,[1],[]
J7XDrjEnvGXx5A3fh,"[1, 1]",[2]
iPZhEpDTbRpdkntgy,"[1, 1, 1, 8, 5, 2]","[1, 1, 2, 1, 1, 1, 1]"
LeBXjHYffqudNwJ8m,"[1, 2]","[1, 1, 1, 1]"
pM3gYJnEMpG63LPTg,[],[1]
899hZ2wwtHGChMHxG,"[1, 2]","[1, 5, 1]"
JzmgF5eH6TvnN4gfd,[1],"[4, 1, 1, 1, 1]"
s3oeR6zLJpys6GcLc,[2],[]
Re9wKoYzZSLobs2wQ,"[2, 1]","[1, 1, 1]"
zxvW2dEFvxEaMTWKS,"[1, 2, 1, 1, 1, 2, 3, 1, 9, 2, 1, 2]","[1, 3]"
HXEzBEXzXnFa5vYNL,"[1, 2, 3, 2]","[1, 2, 1, 1, 4, 1, 1]"
nsyj3XAhWL9kNGMWC,"[1, 1, 2, 1, 1]","[1, 2]"
JshM6adtqt7jw8u2H,[],[1]
PXkMwy4ga2bas5JHH,"[1, 12]","[1, 1, 1, 1, 1, 1, 1]"
akLTszopw8dZbBaFa,[],[]
A2Jqd8o8puH4iqp6z,"[2, 1, 1, 2, 3, 1, 4, 3, 1, 1, 1, 1, 1, 1, 2, 1]","[1, 1, 1, 4, 2]"
Y5GKBN62D2wfJQYgT,[1],"[3, 1]"
iXALDheeaJvjcKfzC,"[1, 1]","[1, 1, 1]"
9bfNid74p7vhFHeDW,[],[]
Ytyj2bFsiw9id3Gbe,[],[]
yv7jLwRgXkRcPLof9,[],[]
WdCR33X22wsfShXFh,[],[1]
5fCeZSp6QKdX4CGJZ,"[1, 1, 1, 2]",[]
KnDH62aqmgKgEaYkv,[],[]
AZne5Qktha3d5NEqj,"[1, 1]","[1, 1, 1, 1]"
ooLNwdScHtbE5tkhk,[],[1]
bLtBEMyJfZ76CisfY,[],[]
biczctFgZu6RQEWiK,[],[]
2CveYPF3CnzN3nXKH,[],[]
MDCE92RvDuX7pQHyW,[],[]
KJw8fR6h2yzpiyX9v,[1],[]
LF6vPczykCeGbi9h6,"[1, 1]","[1, 1, 1, 1]"
oMoZPHeJkq6BhMfnr,[],[]
apnPK6pA4c3ibhG6D,[1],[]
GmEjxTj8XgWi8jnyQ,[1],"[4, 1]"
eYM7WKnv2EqTEap5t,"[1, 1]","[1, 1, 1, 1]"
6J5n2sDTccP9T6eh9,[3],[]
LXJHsGXTj4Aovjny5,[],[]
amvKW3YyJJSzvKEKm,[],[]
PJFTsQDqPtrr4WFAY,[2],[1]
B5CnqFPAosqFZkA9g,[],[]
4KF4xtozCnahpiZ9n,[],[1]
HTbtMLhMHPxmrNhQx,[],[]
hnprhndmDXi6CzHkf,"[1, 1]","[2, 1, 1, 1, 1]"
nBENvqhqEjPSjz92p,[1],[]
H3r2THyfX2hfNvroy,[1],"[1, 1, 1, 2]"
terRirKfDFWsodEMk,"[4, 1, 1, 1, 2, 1, 7, 1, 2, 1, 1, 1]","[5, 3, 1, 1, 8, 2]"
JJ8kCGY9ChWvX3juS,[],[]
bMNacyma6W8ueu5t8,[],[]
FcX7GLgB8iSPnMEYf,[],[]
GMGBYPFT5NrbTqhpS,"[4, 2]",[]
HPHKKSCdT6djPy7y2,[],[]
jmNXg84k9kbhFiAtL,[],[]
Pn4QAqeqAqTtzLHme,[],[]
EdFn4uPy7jJsQhNBc,[],[]
C3xkiBvuA8qEh9Fnp,[],[]
ieET23QijtAAjSzwF,"[5, 1, 2, 2, 1]","[1, 5, 3, 1]"
Zzj4jm3frKaN6eKJk,[],[]
E3S8NsPbBxwT3ivGy,"[2, 2, 1]","[6, 1, 1, 1, 1]"
FDFDfLb7q86iH9Ma2,"[1, 3, 2, 1]","[2, 4, 1, 1, 1]"
3khfFgAAcizdnWrdX,[],[]
hNYzoHfBCTERW6mFd,[],[]
4JHzSK2TyZjrmeEA5,"[2, 1, 4]","[1, 2, 1, 5]"
sYYvm3ofYQjsnFeD6,[],[]
eLtxMYf3t4wfpDN9k,"[3, 2, 3]","[8, 5, 1, 1, 1]"
vvW4qSZQt7Ek3ApqP,[1],[]
kxvjjTbnfsRmitxjo,[],[]
d7YZeBJegTmh5HxNf,[],[]
za2fummCXS9skskD5,[],[]
YSMWRtm76RF6xCLRW,[],[1]
3YHinvoPrE82ybM9L,"[2, 1]","[1, 1, 1]"
qAxJZ58bMqDsYQfmT,[],[1]
AvzmTY5XTiyoQSp4H,"[1, 1, 1]","[1, 4, 2, 1, 1]"
Fok2GnKPYqqQYjAW5,"[7, 1, 1]","[3, 1, 3, 1, 1, 1]"
Q6RZR2udJBZSqKecJ,"[3, 1, 1, 1, 3, 3, 1]","[4, 2, 1, 1, 1, 1, 1, 1, 1]"
QjgznKQWkgTf4utdL,[],[]
ebxD7e4e9izvvSsLK,"[4, 2]",[]
Jm7X8E5RvYecz6EdY,[],[]
77BCH5GB6v7rT3ECR,[],[]
MeAE3nCMa6tzZZnvg,"[1, 1, 2, 3, 1]","[1, 7, 4, 1, 1]"
ibtZfjgwyQc9PNfou,[],[]
htWGS9Z3ErQfiAq6d,[],[]
xKcGS9AnDJxfPZFJp,[],[1]
wPuSYKbw8Nm6k2ToL,[1],"[1, 1, 1]"
k4MFTrGmzjPwqYBdW,[1],"[1, 1, 1, 1]"
5EM8AdugGWBG8R7x3,"[2, 1, 2, 1]","[1, 5, 1, 1, 1]"
PPkaEBk8mskXdWja6,"[2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1]","[4, 3, 1, 1, 2, 2, 3, 1, 1]"
shpyipga6hkdoHSE9,[],[]
YaMgbhrbZ9FfNxWds,[],[]
AtwfzSXfRH9rsds6m,"[3, 3, 1]","[10, 4, 1, 1]"
d8epBJoPiNNBnypZz,[],[]
sYoSxTQ9gdPmZdenz,[],[]
sMjZhokCd4cpk9oA4,"[2, 1, 1]","[7, 5, 1, 1]"
bdxHpZXzakQnEJE9n,[],[]
z6CJqW89j8qLRuwbu,[1],[]
sJMjzSHmTiXWBev6q,[],[]
jakjDaL6vmZSxjMxj,[],[]
3cwQLJm9mif64H74x,"[2, 1]",[]
6wyD6vD3vRaacxzXz,"[2, 1]","[3, 2, 1]"
6z8a87BhWaK2JCnPr,[],[]
9r7ff38afHoXgvGe5,[],[]
3rBtg5JH8NqNPwZJh,[1],[]
RXSK2t8pHjwEsDhPS,[],[]
MgQjhLst2BLDvnt2T,[],[]
DqTit2jmAcspgXMdr,[1],[]
xsQkzEwPPPNq7exCq,[],[]
utCrxa6mqHJ8Kg97z,[],"[1, 1, 1]"
NJ3ahyNBdpiYyS72E,"[1, 7, 2]","[1, 1, 1, 2, 10, 1, 1, 1, 1]"
A59rXbc9NcBsh63JD,[],[]
7cHvmKrKcznxqRu27,[],[]
e5bNSSvgouYpE3nLX,[],[]
bfs8QwrumrvRkHPcL,[],[]
KNsnexeuTbC8bT2q3,[],"[1, 1, 1]"
HmoJHDc8zaAkhEatj,"[1, 5, 1, 2, 1, 1]","[1, 2, 1, 1]"
ybWKKdJSYqFnAGd2e,[],"[1, 1, 1, 1, 1, 1, 1, 1]"
gby4dnjG82o5vdASF,[],[]
iWpTFZwouTgzSxC2q,[1],"[3, 1]"
5CfuXq8oFubserfB7,[],[1]
dM65EZiR9cm32fceA,[],[1]
t3q5xx68zxmmHzRgf,[],"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
JsjoAGrv2g5wTxat2,"[4, 1, 1, 1, 1, 6]","[1, 1, 2, 1, 1, 1]"
J5CKsMMMdJ4c7ydRs,[],[1]
HZfyhbrjsNWJo6mby,[1],[1]
poJsJFzhs8Nrjbd5z,[],"[1, 1]"
Ro4cPBxJ6pZpNshv3,[],[1]
6xJ2TfTJ3fi7GoNgY,"[1, 1, 5, 2, 2]","[1, 9, 1, 5, 1]"
T8tMb7MRzczEGdFcD,[2],[]
w9XeGFyk3BufuWTyu,[],[]
3MhCkaxWk9QiYQbgj,[],"[1, 1, 1]"
ZEJy254yg3BFjnXcp,"[2, 2, 1, 1, 2, 1, 5, 2]","[3, 1, 1, 1, 6]"
NPd6awtwW5E9SPhvD,"[1, 9, 1]","[1, 1, 2, 1, 1, 1]"
5miBamw5phqP8TqXB,[5],[]
trtNKGkacjFShSFE5,[],[]
Wqd2RiYuhZAxg7Czy,[],[]
FeLy56GvHkr3N3LLM,[],[]
aMAfhtaQa5rbhsPDK,[],[]
Si9acfc3RebpHv8F5,[],[1]
5Z8yNRmJMuePYQNsi,[],[]
rE4ZztXrwDwJd2RMw,[],[]
G3AW2pd2jkAx3Cusp,[],[]
Eie9KfMXo46vsRHZd,[1],"[1, 1, 1, 2, 1, 1]"
NZMPyJ5SdyeXiS2Yy,[],[]
EjRkx6a4aP372tqzs,[1],[2]
359q5BqCLL8H8YNtF,[],[]
YdCCzmtdPcGEfdmGQ,[],[]
wFf8No8vD4NobvNFh,[],[]
LxuGtuCZ8TZavK9v6,[],[1]
DXN8QKn5j6i6HTdaH,[6],"[1, 1]"
hHe5LaqKmtwzfBATq,[],[]
Nm9tHFJvw6ubs2Q8B,[],[]
GHRARGQHgD55ueTCy,[4],"[5, 1]"
DCw2dwceDBtoRX8rX,[],[]
BpJeXrS3DBcNnxKYm,[],[]
9MFKhcry7YKzANWJs,"[1, 2]","[2, 1, 1]"
Xa5KEhPkXPfyxEn6a,[],[]
RJwhaZN7h8MDREQYb,[28],[]
QJGnX3BTnZh9f6Jww,[],[]
tZ3BHkEFrgBEt8GnQ,[],[]
6qHwqSi3ghZ3SmLot,[],"[1, 1]"
hBbK2LScP6MZxitHC,"[2, 2, 1, 1, 1]","[1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1]"
cZ3u5qipJbiuwGwB5,[],[]
ut5b4cfpKkkyMJzK3,[],[1]
Mdgjp5Jpyr9yhQEky,"[1, 2, 1]",[]
RqqN79ueQjfAPSHEu,[],[]
j2afbB5XvFXYsTnxN,[],[]
sfqbaq9QbiW3zBzhz,[2],[1]
wDPkE2ZEn7PkKMQEC,[1],[]
cLhQw5uwk8BY8bdLv,[],[]
Hb9KKAsHMH539yiih,[],[]
ajL64Tr9EAPSxuCos,[1],"[1, 1, 1, 1, 1, 1]"
EaY2DxtkbhWskfdF4,[],"[1, 1]"
KR2tH4oMaeBKhmRdE,"[2, 2, 1]","[5, 1]"
rXcbNYbwm7qtmiNyY,[1],[]
YJvJhR5hXRdbL7QJZ,[],[]
HFg6m88fvcQ3jES68,[],"[1, 1, 1]"
6DKYMJ2xKKbDSDdyB,[],[1]
jZcmQSgtQ5BPorc9n,"[1, 2, 1, 1, 1]","[1, 3, 1, 1, 1, 1]"
Wa7EfaF2zg2A3xDQD,[2],"[1, 1, 1, 5, 1]"
6YibYRT2vNQo2d7kL,[1],[]
7bqE3SuH9a4bJPqAC,[],[1]
PHW54hN4cq6Se8HbP,[],[1]
kWWsDLedZY3g4Huez,[3],[1]
o2ytz5z8fiGcuQQPg,[],[]
FEoZyzPCeeWTxvTS9,"[1, 1, 1, 7, 1]","[1, 1, 1, 1, 1, 2, 1, 1]"
JPWgRMRsKjArpYmQ8,"[3, 1]","[1, 1]"
G55P3d7CAeAyh2oif,"[1, 1]",[]
LqSREJN33XvHQkGwd,"[3, 3, 1, 4, 1, 2, 1, 1, 2, 4, 1, 2]","[1, 4, 1, 2, 11, 2]"
p5yYeKoaEqt6usG8i,"[2, 3]","[9, 6, 1]"
HwGoSCca3crZoy6Hb,[],[]
boZYAe2EKhP5FuwS7,"[2, 2]",[3]
rhKasmCj4RWbpBj6M,"[2, 2, 1, 1, 1, 1]","[4, 1, 1, 2]"
y3QZXsq6g9FzmSDM4,"[2, 1, 1, 2, 6]","[3, 1, 1, 3]"
iGu2TdxwKsCwEWaPC,[],[]
hmNsbrM6fGvwBTqyi,[],[1]
bxkabv6z2qiJCZpyz,[],[1]
2LyPcqmJ5QyzpJaTm,[],[1]
FPWivqvB62cmvb77q,[],[]
BCipuHA8WW8vtD6Yo,[1],[]
c5evJBaFvMh5eki2W,[],[1]
2LPr8TatJYLWJxSM8,[],[]
cxEEmu4DA4RxfLJGs,[],[]
ShA4jcwDP4LLrzexK,[],[]
rThLP8FSGLmikYLmS,[],[]
nwDbFd5BnMzfiwjEv,"[4, 1]","[1, 1]"
3GthMnQdDbSaKSnpZ,[],[]
yQstKD8HPgH5jYtrS,"[2, 1, 2]","[1, 1, 1]"
KQxRRkLEPA7CNFM7P,[2],"[4, 1]"
gZnxHZDfto2pE9Lfu,[],[1]
